-3.50613e-08	3.50613e-08	-0.000610352
3.29337e-08	-3.29337e-08	-0.000610352
-1.20652e-07	1.20652e-07	-0.000610352
-6.84905e-07	6.84905e-07	-0.000610352
-1.38642e-06	1.38642e-06	-0.000610352
-1.49134e-06	1.49134e-06	-0.000610352
-1.14787e-06	1.14787e-06	-0.000610352
-1.01551e-06	1.01551e-06	-0.000610352
-1.29544e-06	1.29544e-06	-0.000610352
-1.543e-06	1.543e-06	-0.000610352
-1.448e-06	1.448e-06	-0.000610352
-1.1493e-06	1.1493e-06	-0.000610352
-1.01105e-06	1.01105e-06	-0.000610352
-6.82395e-07	6.82395e-07	-0.000610352
-2.08272e-07	2.08272e-07	-0.000610352
-2.00199e-07	2.00199e-07	-0.000610352
-3.7739e-07	3.7739e-07	-0.000610352
-4.86614e-07	4.86614e-07	-0.000610352
-7.97207e-08	7.97207e-08	-0.000610352
3.05852e-07	-3.05852e-07	-0.000610352
2.52897e-07	-2.52897e-07	-0.000610352
3.62301e-07	-3.62301e-07	-0.000610352
6.18993e-07	-6.18993e-07	-0.000610352
4.42502e-07	-4.42502e-07	-0.000610352
-3.6334e-07	3.6334e-07	-0.000610352
-1.05186e-06	1.05186e-06	-0.000610352
-8.37795e-07	8.37795e-07	-0.000610352
-9.69236e-07	9.69236e-07	-0.000610352
-1.93878e-06	1.93878e-06	-0.000610352
-1.92708e-06	1.92708e-06	-0.000610352
-1.04887e-06	1.04887e-06	-0.000610352
-1.01731e-07	1.01731e-07	-0.000610352
2.24673e-07	-2.24673e-07	-0.000610352
4.84692e-07	-4.84692e-07	-0.000610352
7.35005e-07	-7.35005e-07	-0.000610352
5.83054e-07	-5.83054e-07	-0.000610352
9.98462e-07	-9.98462e-07	-0.000610352
1.23644e-06	-1.23644e-06	-0.000610352
8.07694e-07	-8.07694e-07	-0.000610352
6.32579e-07	-6.32579e-07	-0.000610352
6.41453e-07	-6.41453e-07	-0.000610352
5.05031e-07	-5.05031e-07	-0.000610352
5.65708e-07	-5.65708e-07	-0.000610352
4.39395e-07	-4.39395e-07	-0.000610352
3.65276e-07	-3.65276e-07	-0.000610352
5.3519e-08	-5.3519e-08	-0.000610352
-5.45677e-08	5.45677e-08	-0.000610352
-9.0722e-07	9.0722e-07	-0.000610352
-1.15429e-06	1.15429e-06	-0.000610352
-4.75329e-07	4.75329e-07	-0.000610352
-1.16736e-05	3.06463e-07	-0.00119019
1.93557e-05	4.30364e-07	-0.00088501
-1.1601e-05	4.75673e-07	-0.00125122
8.48369e-07	3.89468e-07	-0.000518799
4.37877e-06	3.74355e-08	-0.00164795
-2.41075e-06	-8.27995e-07	-0.000457764
-1.78315e-06	-6.4395e-07	-0.00164795
4.64029e-06	-5.4299e-07	-0.000305176
1.54044e-06	-1.15375e-06	-0.00167847
-2.72799e-06	-8.37226e-07	-0.000274658
1.34037e-06	-2.01398e-07	-0.00177002
3.25862e-07	-4.60335e-07	-0.000305176
3.75457e-06	-4.30746e-07	-0.00204468
-4.14895e-06	-3.75654e-07	-0.000244141
1.71017e-06	-4.64464e-07	-0.0022583
2.52205e-06	-1.90943e-07	-0.000488281
-4.43028e-06	-3.0024e-07	-0.00228882
1.00437e-06	6.46314e-07	-0.000732422
4.90023e-06	1.40771e-06	-0.00244141
-1.33378e-05	9.51565e-07	-0.0010376
1.28829e-05	2.23329e-07	-0.00265503
-8.1238e-06	7.72663e-07	-0.00137329
5.88835e-07	1.29116e-06	-0.00256348
-6.78627e-06	8.54175e-07	-0.00170898
1.15295e-05	9.0914e-07	-0.00268555
-1.30782e-05	1.23793e-06	-0.00177002
5.91436e-06	9.17713e-07	-0.00268555
-2.02737e-07	1.0126e-06	-0.00186157
-7.88009e-06	1.47292e-06	-0.00286865
5.86771e-06	8.97085e-07	-0.00180054
-4.25434e-06	6.00696e-07	-0.00289917
2.34149e-06	8.97818e-07	-0.00152588
-7.95706e-06	6.33249e-07	-0.00296021
1.3377e-05	2.80521e-08	-0.00115967
-1.75004e-05	-4.43631e-07	-0.0027771
1.91114e-05	-7.21882e-07	-0.00109863
-1.21258e-05	-1.50429e-07	-0.00314331
1.29169e-07	-5.18052e-09	-0.00109863
7.54942e-06	-4.39363e-07	-0.00299072
-5.78055e-06	-3.96363e-07	-0.00128174
5.33929e-06	-1.57833e-07	-0.00311279
-7.49802e-06	1.75086e-07	-0.0015564
7.81837e-06	9.68766e-07	-0.00314331
-1.12768e-05	2.35412e-07	-0.0020752
1.41259e-05	-9.74232e-07	-0.00305176
-1.04526e-05	-1.04364e-06	-0.00231934
1.00745e-05	-1.97487e-07	-0.00283813
-9.07785e-06	-5.36435e-07	-0.00201416
9.38587e-06	-4.58456e-07	-0.00274658
-7.67428e-06	3.57862e-07	-0.00238037
5.17488e-06	1.64372e-07	-0.00250244
-6.41911e-08	-9.96617e-08	-0.00213623
-6.97773e-06	-3.49149e-07	-0.00259399
1.28602e-05	-2.43138e-08	-0.00216675
-1.12524e-05	3.72771e-07	-0.0022583
4.70348e-06	1.72181e-07	-0.00195312
-8.59512e-07	-5.61479e-07	-0.00210571
